== optuna_overnight.log: Best lines (last 200) ==
[I 2026-07-31 22:08:35,217] Trial 3453 finished with value: -2.160912666641889 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-08-02 01:34:59,640] Trial 26278 finished with value: -21.679236692140442 and parameters: {'entry_sma_mult': 0.9964999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 50, 'take_profit_pct': 0.007, 'hold_ticks': 120, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:00,765] Trial 26279 finished with value: -74.64522759477175 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 27, 'entry_rsi_max': 49, 'take_profit_pct': 0.006, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:01,887] Trial 26280 finished with value: -34.353691952888816 and parameters: {'entry_sma_mult': 0.9964999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 48, 'take_profit_pct': 0.008, 'hold_ticks': 140, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:02,966] Trial 26281 finished with value: -104.02292446836115 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 39, 'entry_rsi_max': 49, 'take_profit_pct': 0.007, 'hold_ticks': 100, 'exit_sma_mult': 1.0045, 'position_size': 0.22}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:04,013] Trial 26282 finished with value: -21.89011407478445 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 39, 'entry_rsi_max': 49, 'take_profit_pct': 0.008, 'hold_ticks': 120, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:05,105] Trial 26283 finished with value: -5.956273637789 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 47, 'take_profit_pct': 0.007, 'hold_ticks': 150, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:06,196] Trial 26284 finished with value: -226.202799949096 and parameters: {'entry_sma_mult': 0.9964999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 48, 'take_profit_pct': 0.007, 'hold_ticks': 110, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:07,225] Trial 26285 finished with value: -38.49881679894662 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 38, 'entry_rsi_max': 50, 'take_profit_pct': 0.006, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.22}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:08,264] Trial 26286 finished with value: -2.940589964403898 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.006, 'hold_ticks': 120, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:09,282] Trial 26287 finished with value: -21.89011407478445 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 39, 'entry_rsi_max': 49, 'take_profit_pct': 0.008, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:10,342] Trial 26288 finished with value: -29.56931898067367 and parameters: {'entry_sma_mult': 0.9964999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 48, 'take_profit_pct': 0.007, 'hold_ticks': 150, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:11,365] Trial 26289 finished with value: -8.693599373620364 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.007, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:12,428] Trial 26290 finished with value: -70.20448779407671 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 39, 'entry_rsi_max': 50, 'take_profit_pct': 0.007, 'hold_ticks': 120, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:13,488] Trial 26291 finished with value: -5.22215259614215 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.007, 'hold_ticks': 140, 'exit_sma_mult': 1.0045, 'position_size': 0.36}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:14,558] Trial 26292 finished with value: -3.5110582926038663 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 48, 'take_profit_pct': 0.006, 'hold_ticks': 120, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:15,610] Trial 26293 finished with value: -182.1624424123124 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 39, 'entry_rsi_max': 49, 'take_profit_pct': 0.008, 'hold_ticks': 100, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:16,612] Trial 26294 finished with value: -1207.049366894095 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.008, 'hold_ticks': 110, 'exit_sma_mult': 1.0045, 'position_size': 0.22}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:17,672] Trial 26295 finished with value: -21.679236692140442 and parameters: {'entry_sma_mult': 0.9964999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 50, 'take_profit_pct': 0.007, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:18,691] Trial 26296 finished with value: -54.42405216915302 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 39, 'entry_rsi_max': 48, 'take_profit_pct': 0.007, 'hold_ticks': 140, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:19,727] Trial 26297 finished with value: -2.940589964403898 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.006, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:20,764] Trial 26298 finished with value: -8.693599373620364 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.007, 'hold_ticks': 120, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:21,788] Trial 26299 finished with value: -143.86888480416175 and parameters: {'entry_sma_mult': 0.9964999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.006, 'hold_ticks': 110, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:22,801] Trial 26300 finished with value: -3.97363967700001 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 50, 'take_profit_pct': 0.008, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:23,836] Trial 26301 finished with value: -66.94324794650335 and parameters: {'entry_sma_mult': 0.9964999999999999, 'entry_rsi_min': 39, 'entry_rsi_max': 51, 'take_profit_pct': 0.007, 'hold_ticks': 140, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:24,876] Trial 26302 finished with value: -8.50821971295587 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.007, 'hold_ticks': 120, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:25,923] Trial 26303 finished with value: -19.648317126707152 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 48, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:26,969] Trial 26304 finished with value: -47.04454385009432 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 39, 'entry_rsi_max': 49, 'take_profit_pct': 0.005, 'hold_ticks': 120, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:28,026] Trial 26305 finished with value: -23.682003867407587 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 39, 'entry_rsi_max': 49, 'take_profit_pct': 0.007, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.22}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:29,063] Trial 26306 finished with value: -2.902454481144905 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.007, 'hold_ticks': 120, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:30,103] Trial 26307 finished with value: -20.169517534992696 and parameters: {'entry_sma_mult': 0.9964999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.008, 'hold_ticks': 140, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:31,161] Trial 26308 finished with value: -71.35192929706497 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 50, 'take_profit_pct': 0.006, 'hold_ticks': 110, 'exit_sma_mult': 1.0045, 'position_size': 0.22}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:32,176] Trial 26309 finished with value: -3.973006306555744 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 48, 'take_profit_pct': 0.007, 'hold_ticks': 120, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:33,207] Trial 26310 finished with value: -46.390535233990626 and parameters: {'entry_sma_mult': 0.9964999999999999, 'entry_rsi_min': 39, 'entry_rsi_max': 49, 'take_profit_pct': 0.008, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:34,253] Trial 26311 finished with value: -5.197396918182385 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.018000000000000002, 'hold_ticks': 130, 'exit_sma_mult': 1.003, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:35,329] Trial 26312 finished with value: -42.042585996065654 and parameters: {'entry_sma_mult': 0.999, 'entry_rsi_min': 39, 'entry_rsi_max': 50, 'take_profit_pct': 0.006, 'hold_ticks': 140, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:36,517] Trial 26313 finished with value: -35.57970056093537 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 38, 'entry_rsi_max': 49, 'take_profit_pct': 0.007, 'hold_ticks': 120, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:37,575] Trial 26314 finished with value: -44.699631749809996 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 39, 'entry_rsi_max': 49, 'take_profit_pct': 0.007, 'hold_ticks': 120, 'exit_sma_mult': 1.005, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:38,665] Trial 26315 finished with value: -10.37968833355514 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 48, 'take_profit_pct': 0.008, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:39,692] Trial 26316 finished with value: -100.24627542507895 and parameters: {'entry_sma_mult': 1.001, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.006, 'hold_ticks': 110, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:40,724] Trial 26317 finished with value: -14.850506821148135 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 50, 'take_profit_pct': 0.007, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:41,786] Trial 26318 finished with value: -20.169517534992696 and parameters: {'entry_sma_mult': 0.9964999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.008, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:42,867] Trial 26319 finished with value: -23.011324075981555 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 39, 'entry_rsi_max': 49, 'take_profit_pct': 0.007, 'hold_ticks': 140, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:43,938] Trial 26320 finished with value: -22.38462300032685 and parameters: {'entry_sma_mult': 0.9964999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 50, 'take_profit_pct': 0.007, 'hold_ticks': 120, 'exit_sma_mult': 1.0045, 'position_size': 0.22}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:44,948] Trial 26321 finished with value: -31.976112739534802 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.006, 'hold_ticks': 110, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:46,025] Trial 26322 finished with value: -3.532460387720512 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.008, 'hold_ticks': 140, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:47,069] Trial 26323 finished with value: -618.5819063707305 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 39, 'entry_rsi_max': 48, 'take_profit_pct': 0.007, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:48,128] Trial 26324 finished with value: -17.83556876858729 and parameters: {'entry_sma_mult': 0.9964999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.007, 'hold_ticks': 120, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:49,176] Trial 26325 finished with value: -6.175525075425285 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.006, 'hold_ticks': 220, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:50,259] Trial 26326 finished with value: -54.42405216915302 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 39, 'entry_rsi_max': 48, 'take_profit_pct': 0.007, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:51,300] Trial 26327 finished with value: -16.074798468880047 and parameters: {'entry_sma_mult': 0.997, 'entry_rsi_min': 40, 'entry_rsi_max': 50, 'take_profit_pct': 0.007, 'hold_ticks': 150, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:52,379] Trial 26328 finished with value: -47.769084309675556 and parameters: {'entry_sma_mult': 0.9964999999999999, 'entry_rsi_min': 39, 'entry_rsi_max': 49, 'take_profit_pct': 0.006, 'hold_ticks': 120, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:53,453] Trial 26329 finished with value: -15.074908178164849 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 50, 'take_profit_pct': 0.007, 'hold_ticks': 140, 'exit_sma_mult': 1.0045, 'position_size': 0.22}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:54,532] Trial 26330 finished with value: -33.175408816768694 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.008, 'hold_ticks': 110, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:55,570] Trial 26331 finished with value: -184.358652021986 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 39, 'entry_rsi_max': 48, 'take_profit_pct': 0.006, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:56,645] Trial 26332 finished with value: -3.651905213330956 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:57,751] Trial 26333 finished with value: -33.175408816768694 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.008, 'hold_ticks': 100, 'exit_sma_mult': 1.005, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:58,839] Trial 26334 finished with value: -53.04423673239613 and parameters: {'entry_sma_mult': 0.9964999999999999, 'entry_rsi_min': 39, 'entry_rsi_max': 49, 'take_profit_pct': 0.007, 'hold_ticks': 120, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:35:59,913] Trial 26335 finished with value: -3.973006306555744 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 48, 'take_profit_pct': 0.007, 'hold_ticks': 120, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:36:01,019] Trial 26336 finished with value: -53.32722243224858 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 38, 'entry_rsi_max': 49, 'take_profit_pct': 0.008, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.



== optuna_12h_core1.log: last 100 lines ==
[I 2026-08-02 01:34:15,448] Trial 26527 finished with value: -58.30364476695466 and parameters: {'entry_sma_mult': 1.0, 'entry_rsi_min': 38, 'entry_rsi_max': 45, 'take_profit_pct': 0.007, 'hold_ticks': 290, 'exit_sma_mult': 1.002, 'position_size': 0.22}. Best is trial 202 with value: -53.09029643408221.
[I 2026-08-02 01:34:16,541] Trial 26528 finished with value: -61.43901315369356 and parameters: {'entry_sma_mult': 1.0, 'entry_rsi_min': 39, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 300, 'exit_sma_mult': 1.002, 'position_size': 0.2}. Best is trial 202 with value: -53.09029643408221.
[I 2026-08-02 01:34:17,607] Trial 26529 finished with value: -55.73728377438032 and parameters: {'entry_sma_mult': 0.9994999999999999, 'entry_rsi_min': 39, 'entry_rsi_max': 46, 'take_profit_pct': 0.006, 'hold_ticks': 280, 'exit_sma_mult': 1.002, 'position_size': 0.2}. Best is trial 202 with value: -53.09029643408221.
[I 2026-08-02 01:34:18,687] Trial 26530 finished with value: -53.09029643408221 and parameters: {'entry_sma_mult': 1.0, 'entry_rsi_min': 38, 'entry_rsi_max': 45, 'take_profit_pct': 0.007, 'hold_ticks': 290, 'exit_sma_mult': 1.002, 'position_size': 0.2}. Best is trial 202 with value: -53.09029643408221.
[I 2026-08-02 01:34:19,827] Trial 26531 finished with value: -55.16670255762152 and parameters: {'entry_sma_mult': 0.999, 'entry_rsi_min': 40, 'entry_rsi_max': 46, 'take_profit_pct': 0.008, 'hold_ticks': 280, 'exit_sma_mult': 1.002, 'position_size': 0.2}. Best is trial 202 with value: -53.09029643408221.
[I 2026-08-02 01:34:20,909] Trial 26532 finished with value: -57.18543911072676 and parameters: {'entry_sma_mult': 1.0005, 'entry_rsi_min': 38, 'entry_rsi_max': 47, 'take_profit_pct': 0.007, 'hold_ticks': 260, 'exit_sma_mult': 1.002, 'position_size': 0.2}. Best is trial 202 with value: -53.09029643408221.
[I 2026-08-02 01:34:22,104] Trial 26533 finished with value: -53.09029643408221 and parameters: {'entry_sma_mult': 0.9994999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.007, 'hold_ticks': 290, 'exit_sma_mult': 1.002, 'position_size': 0.2}. Best is trial 202 with value: -53.09029643408221.
[I 2026-08-02 01:34:23,214] Trial 26534 finished with value: -55.73728377438032 and parameters: {'entry_sma_mult': 1.0, 'entry_rsi_min': 39, 'entry_rsi_max': 46, 'take_profit_pct': 0.006, 'hold_ticks': 290, 'exit_sma_mult': 1.002, 'position_size': 0.2}. Best is trial 202 with value: -53.09029643408221.
[I 2026-08-02 01:34:24,330] Trial 26535 finished with value: -53.09029643408221 and parameters: {'entry_sma_mult': 0.9994999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 45, 'take_profit_pct': 0.007, 'hold_ticks': 290, 'exit_sma_mult': 1.002, 'position_size': 0.2}. Best is trial 202 with value: -53.09029643408221.
[I 2026-08-02 01:34:25,442] Trial 26536 finished with value: -61.43901315369356 and parameters: {'entry_sma_mult': 0.999, 'entry_rsi_min': 39, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 300, 'exit_sma_mult': 1.002, 'position_size': 0.2}. Best is trial 202 with value: -53.09029643408221.
[I 2026-08-02 01:34:26,567] Trial 26537 finished with value: -55.73728377438032 and parameters: {'entry_sma_mult': 1.0005, 'entry_rsi_min': 39, 'entry_rsi_max': 45, 'take_profit_pct': 0.006, 'hold_ticks': 270, 'exit_sma_mult': 1.002, 'position_size': 0.2}. Best is trial 202 with value: -53.09029643408221.
[I 2026-08-02 01:34:27,685] Trial 26538 finished with value: -58.30364476695466 and parameters: {'entry_sma_mult': 1.0, 'entry_rsi_min': 37, 'entry_rsi_max': 46, 'take_profit_pct': 0.007, 'hold_ticks': 280, 'exit_sma_mult': 1.002, 'position_size': 0.22}. Best is trial 202 with value: -53.09029643408221.
[I 2026-08-02 01:34:28,722] Trial 26539 finished with value: -55.16670255762152 and parameters: {'entry_sma_mult': 0.9994999999999999, 'entry_rsi_min': 38, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 290, 'exit_sma_mult': 1.002, 'position_size': 0.2}. Best is trial 202 with value: -53.09029643408221.
[I 2026-08-02 01:34:29,806] Trial 26540 finished with value: -58.49745148810169 and parameters: {'entry_sma_mult': 1.0, 'entry_rsi_min': 38, 'entry_rsi_max': 46, 'take_profit_pct': 0.007, 'hold_ticks': 300, 'exit_sma_mult': 1.0025, 'position_size': 0.2}. Best is trial 202 with value: -53.09029643408221.
[I 2026-08-02 01:34:30,859] Trial 26541 finished with value: -55.73728377438032 and parameters: {'entry_sma_mult': 0.9994999999999999, 'entry_rsi_min': 27, 'entry_rsi_max': 45, 'take_profit_pct': 0.006, 'hold_ticks': 270, 'exit_sma_mult': 1.002, 'position_size': 0.2}. Best is trial 202 with value: -53.09029643408221.
[I 2026-08-02 01:34:31,917] Trial 26542 finished with value: -53.09029643408221 and parameters: {'entry_sma_mult': 0.999, 'entry_rsi_min': 40, 'entry_rsi_max': 45, 'take_profit_pct': 0.007, 'hold_ticks': 280, 'exit_sma_mult': 1.002, 'position_size': 0.2}. Best is trial 202 with value: -53.09029643408221.
[I 2026-08-02 01:34:32,980] Trial 26543 finished with value: -64.23208603632484 and parameters: {'entry_sma_mult': 1.0, 'entry_rsi_min': 39, 'entry_rsi_max': 46, 'take_profit_pct': 0.007, 'hold_ticks': 300, 'exit_sma_mult': 1.002, 'position_size': 0.22}. Best is trial 202 with value: -53.09029643408221.
[I 2026-08-02 01:34:34,059] Trial 26544 finished with value: -55.73728377438032 and parameters: {'entry_sma_mult': 1.0, 'entry_rsi_min': 34, 'entry_rsi_max': 45, 'take_profit_pct': 0.006, 'hold_ticks': 290, 'exit_sma_mult': 1.002, 'position_size': 0.2}. Best is trial 202 with value: -53.09029643408221.
[I 2026-08-02 01:34:35,184] Trial 26545 finished with value: -55.16670255762152 and parameters: {'entry_sma_mult': 0.9994999999999999, 'entry_rsi_min': 38, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 280, 'exit_sma_mult': 1.002, 'position_size': 0.2}. Best is trial 202 with value: -53.09029643408221.
[I 2026-08-02 01:34:36,318] Trial 26546 finished with value: -57.18543911072676 and parameters: {'entry_sma_mult': 0.9994999999999999, 'entry_rsi_min': 39, 'entry_rsi_max': 46, 'take_profit_pct': 0.007, 'hold_ticks': 260, 'exit_sma_mult': 1.002, 'position_size': 0.2}. Best is trial 202 with value: -53.09029643408221.
[I 2026-08-02 01:34:37,430] Trial 26547 finished with value: -55.16670255762152 and parameters: {'entry_sma_mult': 1.0005, 'entry_rsi_min': 40, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 290, 'exit_sma_mult': 1.002, 'position_size': 0.2}. Best is trial 202 with value: -53.09029643408221.
[I 2026-08-02 01:34:38,549] Trial 26548 finished with value: -58.30364476695466 and parameters: {'entry_sma_mult': 1.0, 'entry_rsi_min': 39, 'entry_rsi_max': 45, 'take_profit_pct': 0.007, 'hold_ticks': 290, 'exit_sma_mult': 1.002, 'position_size': 0.22}. Best is trial 202 with value: -53.09029643408221.
[I 2026-08-02 01:34:39,582] Trial 26549 finished with value: -55.73728377438032 and parameters: {'entry_sma_mult': 0.999, 'entry_rsi_min': 38, 'entry_rsi_max': 46, 'take_profit_pct': 0.006, 'hold_ticks': 280, 'exit_sma_mult': 1.002, 'position_size': 0.2}. Best is trial 202 with value: -53.09029643408221.
